충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자
묘량면사무소,묘량면,전라남도,무,0:00,23:59,Y,N,,1,,N,전라남도 영광군 묘량면 묘량로 273,전라남도 영광군 묘량면 영양리 17,영광군,061-350-5698,35.257092,126.543151,2017-12-21
불갑면사무소,불갑면,전라남도,무,0:00,23:59,Y,N,,1,,N,전라남도 영광군 불갑면 함영로4길 32,전라남도 영광군 불갑면 안맹리 24,영광군,061-350-5698,35.208988,126.507603,2017-12-21
군서면사무소,군서면,전라남도,무,0:00,23:59,Y,N,,1,,N,전라남도 영광군 군서면 군서로 2길 64,전라남도 영광군 군서면 마읍리 163,영광군,061-350-5698,35.257833,126.475112,2017-12-21
군남면사무소,군남면,전라남도,무,0:00,23:59,Y,N,,1,,N,전라남도 영광군 군남면 포천길1길 44,전라남도 영광군 군남면 포천리 319-1,영광군,061-350-5698,35.239758,126.452708,2017-12-21
염산면사무소,염산면,전라남도,무,0:00,23:59,Y,N,,1,,N,전라남도 영광군 염산면 천년로1길 1-3,전라남도 영광군 염산면 봉남리 720-1,영광군,061-350-5698,35.217943,126.371829,2017-12-21
낙월면사무소,낙월면,전라남도,무,0:00,23:59,Y,N,,1,,N,전라남도 영광군 낙월면 낙월길 60,전라남도 영광군 낙월면 상낙월리,영광군,061-350-5698,35.202182,126.137621,2017-12-21
안마출장소,낙월안마,전라남도,무,0:00,23:59,Y,N,,1,,N,전라남도 영광군 낙월면 안마길 32,전라남도 영광군 낙월면 월촌리530,영광군,061-350-5698,35.341724,126.029212,2017-12-21
불갑사주차장,불갑사,전라남도,무,0:00,23:59,Y,N,,1,,N,전라남도 영광군 불갑면 불갑사로 450,전라남도 영광군 불갑면  모악리 8,영광군,061-350-5698,35.203064,126.538988,2017-12-21
청소년문화센터,천소년센터,전라남도,무,0:00,23:59,Y,N,,2,,N,전라남도 영광군 영광읍 중앙로3길 6-10,전라남도 영광군 영광읍 도동리,영광군,061-350-5698,35.272601,126.512366,2017-12-21
송림농공단지,㈜서영 근처,전라남도,무,0:00,23:59,Y,N,,2,,N,전라남도 영광군 영광읍 송림리 1149-1,전라남도 영광군 영광읍 송림리 1149-1,영광군,061-350-5698,35.289105,126.476623,2017-12-21
스포티움실내수영장,스포티움,전라남도,무,0:00,23:59,Y,N,,2,,N,전라남도 영광군 영광읍 월현로 170,전라남도 영광군 영광읍 단주리674,영광군,061-350-5698,35.272601,126.512366,2017-12-21
농업기술센터,농업기술센터,전라남도,무,0:00,23:59,Y,N,,1,,N,전라남도 영광군 군서면 백수로 1481,전라남도 영광군 군서면  만곡리 181-13,영광군,061-350-5698,35.289105,126.476623,2017-12-21
만남의 광장,만남의 광장,전라남도,무,0:00,23:59,Y,N,,3,,N,,전라남도 영광군 영광읍 백학리 359-11,영광군,061-350-5698,35.278169,126.505806,2017-12-21
고추시장,고추시장,전라남도,무,0:00,23:59,Y,N,,1,,N,전라남도 영광군 영광읍 신남로 100-25,전라남도 영광군 영광읍 신하리 324-3,영광군,061-350-5698,35.274758,126.493979,2017-12-21
밀양공설운동장,밀양시 교동 1113,경상남도,연중무휴,0:00,23:59,N,Y,컨센터,0,1,N,,경상남도 밀양시 교동 1113,한국환경관리공단,352-590-4000,35.507147,128.746742,2017-11-01
두류공원관리소,두류공원 성당휴게소 주차장,대구광역시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 달서구 공원순환로 216,대구광역시 달서구 성당동 195-11,환경부(한국자동차환경협회),1661-9408,35.844762,128.561782,2017-11-20
성서국민체육센터,성서국민체육센터 주차장,대구광역시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 달서구 선원로 133,대구광역시 달서구 이곡동 1325,환경부(한국자동차환경협회),1661-9408,35.859916,128.506975,2017-11-20
달서구청,달서구청 입구 좌측,대구광역시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,대구광역시 달서구 학산로 45,대구광역시 달서구 월성동 281,대구환경공단,053-605-8060,35.829472,128.532979,2017-11-20
대구도시철도공사,입구 좌측,대구광역시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 달서구 월배로 250,대구광역시 달서구 상인1동  1500,대구환경공단,053-605-8060,35.819733,128.541143,2017-11-20
성서홈플러스,지하4층 40,대구광역시,연중무휴,4:30,0:00,Y,Y,DC차데모+AC3상+DC콤보,1,1,Y,대구광역시 달서구 달구벌대로 1467,대구광역시 달서구 용산동  230-11,대구환경공단,053-605-8060,35.849357,128.526174,2017-11-20
시설안전관리사업소,입구 우측,대구광역시,연중무휴,0:00,0:00,Y,Y,DC차데모+AC3상+DC콤보,3,1,N,대구광역시 달서구 성서공단로 58,대구광역시 달서구 대천동  891,대구환경공단,053-605-8060,35.8336767,128.4892806,2017-11-20
서구법원 앞,도로면,대구광역시,연중무휴,0:00,0:00,Y,N,,4,0,N,대구광역시 달서구 용산동 230-5,대구광역시 달서구 용산동 230-5,대구환경공단,053-605-8060,35.8515277,128.5283935,2017-11-20
동홍동주민센터,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 동홍로 104 (동홍동),,,,33.2578824,126.5689267,2017-04-29
이마트 마산점,내부 3층 주차장,경상남도,"매월2,4주일요일",10:00,24:00:00,N,Y,멀티(차데모+AC3+콤보),0,1,N,"경상남도 창원시 마산합포구 서성로 3, 이마트마산점","경상남도 창원시 마산합포구 중앙동3가 4-1, 이마트마산점",한국자동차환경협회,1661-9408,35.198044,128.569501,2017-12-10
롯데마트 삼계점,내부 2층 주차장,경상남도,"매월2,4주일요일",10:00,24:00:00,N,Y,차데모,0,1,N,"경상남도 창원시 마산회원구 내서읍 경남대로 927, 롯데마트삼계점","경상남도 창원시 마산합포구 내서읍 삼계리 25-2, 롯데마트삼계점",한국자동차환경협회,1661-9408,35.233268,128.504093,2017-12-10
홈플러스 마산점,내부 4층 주차장,경상남도,"매월2,4주일요일",10:00,24:00:00,N,Y,차데모+AC3,0,1,N,"경상남도 창원시 마산회원구 삼호로 56, 홍플러스 마산점","경상남도 창원시 마산회원구 양덕동 151-1, 홈플러스 창원점",한국자동차환경협회,1661-9408,35.222856,128.585798,2017-12-10
창원해양공원,해양솔라타워 외부주차장,경상남도,연중무휴,9:00,20:00,N,Y,차데모+AC3,0,1,N,"경상남도 창원시 진해구 명동로 62, 창원해양공원","경상남도 창원시 진해구 명동 산121, 창원해양공원",한국자동차환경협회,1661-9408,35.091518,128.719765,2017-12-10
웅동2동주민센터,외부주차장,경상남도,연중무휴,0:00,24:00:00,N,Y,차데모+AC3,0,1,N,"경상남도 창원시 진해구 용재로 46, 웅동2동주민센터","경상남도 창원시 진해구 용원동 1218-3, 웅동2동주민센터",한국자동차환경협회,1661-9408,35.101384,128.814728,2017-12-10
속천항공영주차장,외부주차장,경상남도,연중무휴,0:00,24:00:00,N,Y,멀티(차데모+AC3+콤보),0,1,N,"경상남도 창원시 진해구 진희로 36, 속천항여객터미널","경상남도 창원시 진해구 재황산동 51, 속천항여객터미널",한국자동차환경협회,1661-9408,35.144956,128.673202,2017-12-10
창원축구센터 주차장,창원축구센터 외부주차장 3,경상남도,연중무휴,0:00,24:00:00,Y,Y,멀티(차데모+AC3+콤보),4,1,N,"경상남도 창원시 성산구 비음로 97, 창원축구센터 주차장","경상남도 창원시 성산구 사파정동 317, 창원축구센터 주차장",한전경남지역본부,055-717-2434,35.221746,128.705468,2017-12-10
의창구청앞 복개주차장,외부주차장,경상남도,연중무휴,0:00,24:00:00,Y,Y,멀티(차데모+AC3+콤보),4,1,N,"경상남도 창원시 의창구 태복산로 13번길 8, 의창구청 복개주차장","경상남도 창원시 의창구 도계동 895, 의창구청 복개주차장",한전경남지역본부,055-717-2434,35.254619,128.63921,2017-12-10
마산어시장 공영주차장,외부주차장,경상남도,연중무휴,0:00,24:00:00,Y,Y,멀티(차데모+AC3+콤보),4,1,N,"경상남도 창원시 마산합포구 복요리로 7, 마산어시장공영주차장","경상남도 창원시 마산합푸구 동성동 314, 마산어시장 공영주차장",한전경남지역본부,055-717-2434,35.203933,128.578977,2017-12-10
내서읍사무소 주차장,외부주차장,경상남도,연중무휴,0:00,24:00:00,Y,Y,멀티(차데모+AC3+콤보),2,1,N,"경상남도 창원시 마산회원구 내서읍 중리상곡로 65, 내서읍사무소","경상남도 창원시 마산회원구 내서읍 중리 1049-1, 내서읍사무소",한전경남지역본부,055-717-2434,35.247335,128.507823,2017-12-10
경화시장 공영주차장,외부주차장,경상남도,연중무휴,0:00,24:00:00,Y,Y,멀티(차데모+AC3+콤보),3,1,N,"경상남도 창원시 진해구 이동 525-8, 경화시장공영주차장","경상남도 창원시 진해구 이동 525-8, 경화시장공영주차장",한전경남지역본부,055-717-2434,35.154329,128.692454,2017-12-10
창원스포츠파크,외부주차장,경상남도,연중무휴,0:00,24:00:00,Y,Y,멀티(차데모+AC3+콤보),2,5,N,"경상남도 창원시 의창구 원이대로 450, 창원스포츠센터 종합운동장",경상남도 창원시 의창구 두대동 145,한전경남지역본부,055-717-2434,35.233946,128.66287,2017-12-10
늘푸른전당,내부주차장,경상남도,연중무휴,0:00,24:00:00,Y,Y,멀티(차데모+AC3+콤보),1,1,N,"경상남도 창원시 의창구 두대로 97, 늘푸른전당 주차장",경상남도 창원시 의창구 삼동동 293,한전경남지역본부,055-717-2434,35.229516,128.654624,2017-12-10
대산농협,내부주차장,경상남도,연중무휴,0:00,24:00:00,Y,Y,멀티(차데모+AC3+콤보),1,1,N,"경상남도 창원시 의창구 대산면 진산대로 506번길 2, 대산농협 경제사업장 주차장",경상남도 창원시 의창구 대산면 가술리 1,한전경남지역본부,055-717-2434,35.344543,128.709558,2017-12-10
창원경상대병원 주차장,내부주차장,경상남도,연중무휴,0:00,24:00:00,Y,Y,멀티(차데모+AC3+콤보),1,1,N,"경상남도 창원시 성산구 삼정자로 11, 창원경상대병원 장례식장앞 주차장",경상남도 창원시 성산구 성주동 146-2,한전경남지역본부,055-717-2434,35.198285,128.707254,2017-12-10
마산자유무역관리원 청사옆,외부주차장,경상남도,연중무휴,0:00,24:00:00,Y,Y,멀티(차데모+AC3+콤보),1,1,N,"경상남도 창원시 마산회원구 무역로 27, 마산자유무역관리원 주차장",경상남도 창원시 마산회원구 양덕동 975-7,한전경남지역본부,055-717-2434,35.211822,128.589436,2017-12-10
마산자유무역관리원 표준공장 앞,외부주차장,경상남도,연중무휴,0:00,24:00:00,Y,Y,멀티(차데모+AC3+콤보),1,1,N,"경상남도 창원시 마산회원구 자유무역3길 211, 표준공장",경상남도 창원시 마산회원구 양덕동 410-47,한전경남지역본부,055-717-2434,35.22096,128.592571,2017-12-10
고석정 충전소,외부 주차장,강원도,연중무휴,0:00,24:00:00,N,Y,급속,0,1,Y,강원도 철원군 동송읍 태봉로 1825 주차장 일원,강원도 철원군 동송읍 장흥리 20-1,철원군,,38.1868118,127.2878868,2017-11-29
동명휴게소(부산방향),경북 칠곡군 동명면 중앙고속도로 123,경상북도,무,0:00,0:00,N,Y,"DC차데모, AC3상, DC콤보",0,1,N,경상북도 칠곡군 동명면 중앙고속도로 123,경상북도 칠곡군 동명면 가천리 120-2,한국자동차환경협회,1661-9408,36.006828,128.5442883,2017-11-29
동명휴게소(춘천방향),경북 칠곡군 동명면 중앙고속도로 122,경상북도,무,0:00,0:00,N,Y,"DC차데모, AC3상, DC콤보",0,1,N,경상북도 칠곡군 동명면 중앙고속도로 122,경상북도 칠곡군 동명면 가천리 117-1,한국자동차환경협회,1661-9408,36.0062875,128.5490647,2017-11-29
칠곡휴게소(부산방향),경북 칠곡군 왜관읍 경부고속도로 159,경상북도,무,0:00,0:00,N,Y,"DC차데모, AC3상, DC콤보",0,1,N,경상북도 칠곡군 왜관읍 경부고속도로 159,경상북도 칠곡군 왜관읍 아곡리 321,한국자동차환경협회,1661-9408,36.0188158,128.4291623,2017-11-29
칠곡휴게소(서울방향),경북 칠곡군 왜관읍 경부고속도로 158,경상북도,무,0:00,0:00,N,Y,"DC차데모, AC3상, DC콤보",0,1,N,경상북도 칠곡군 왜관읍 경부고속도로 158,경상북도 칠곡군 왜관읍 아곡리 138,한국자동차환경협회,1661-9408,36.0123303,128.4286002,2017-11-29
칠곡군청,경북 칠곡군 왜관읍 군청1길 80,경상북도,무,0:00,0:00,N,Y,"DC차데모, AC3상, DC콤보",0,1,N,경상북도 칠곡군 왜관읍 군청1길80,경상북도 칠곡군 왜관읍 왜관리 177-1,환경부,시험운영중,35.9953661,128.3995769,2017-11-29
한국전력칠곡지사,경북 칠곡군 왜관읍 구상길 178,경상북도,무,9:00,23:00,N,Y,"DC차데모, AC3상, DC콤보",0,2,N,경상북도 칠곡군 왜관읍 구상길 178,경상북도 칠곡군 왜관읍 왜관리 780-113,한국전력,1899-2100,35.9823697,128.3947964,2017-11-29
포항시청,내부주차장,경상북도,연중무휴,24:00:00,24:00:00,N,Y,DC차 데모 +AC3상,0,1,Y,경상북도 포항시 남구 시청로1 포항시청,경상북도 포항시 남구 대잠동 1001,한국자동차환경협회,1661-9408,36.019182,129.343298,2017-12-05
흥해읍사무소,외부주차장,경상북도,연중무휴,24:00:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경상북도 포항시 북구 흥해읍 동해대로 1511,경상북도 포항시 북구 흥해읍 옥성리 177-5,한국자동차환경협회,1661-9408,36.107248,129.341988,2017-12-05
포은중앙도서관,외부주차장,경상북도,연중무휴,24:00:00,24:00:00,N,Y,DC차 데모 +AC3상,0,1,Y,경상북도 포항시 북구 삼호로 31,경상북도 포항시  북구  덕수동 35-19,한국자동차환경협회,1661-9408,36.044009,129.3675824,2017-12-05
이마트포항점,외부주차장 3층,경상북도,"2, 4째주 일요일",10:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경상북도 포항시 남구 냉천로 10,경상북도 포항시 남구 인덕동 161-176,한국자동차환경협회,1661-9408,35.991653,129.398475,2017-12-05
달서시장공영주차장,입구 좌측,대구광역시,연중무휴,0:00,0:00,Y,N,,2,0,N,대구광역시 달서구 당산로 32,대구광역시 달서구 본리동 154-4,대구환경공단,053-605-8060,35.8401398,128.5450738,2017-11-20
목포관광안내소,전라남도 목포시 영산로 843 목포관광안내소 옆(무안에서 목포로진입해서 오른쪽 목포관광안내소옆),전라남도,연중무휴,0:00,0:00,N,Y,,0,1,N,전라남도 목포시 영산로 843,전라남도 목포시 대양동 276,한국자동차환경협회,1661-9408,34.838268,126.422267,2017-11-08
목포시청,전라남도 목포시청 의회 뒷편주차장,전라남도,연중무휴,0:00,0:00,Y,N,,1,0,N,전라남도 목포시 양을로 203,전라남도 목포시 용당동1188-2,한국자동차환경협회,1661-9409,34.811622,126.391975,2017-11-08
한국전력,전라남도 목포시 한국전력공사목포지점내,전라남도,연중무휴,0:00,0:00,N,Y,,0,1,N,전라남도 목포시 삼학로370,전라남도 목포시 용해동 115-2,한국전력,061-270-2245,34.803661,126.409495,2017-11-08
녹색에너지연구원내,전라남도 목포시 녹색에너지연구원내 (어린이도서관근방),전라남도,연중무휴,0:00,0:00,Y,N,,0,0,N,전라남도 목포시 삼향천로177,전라남도 목포시 석현동 1175-4,녹색에너지연구원내,061-288-1028,34.815356,126.426555,2017-11-08
상동LG전자주차장내,전라남도 목포시 상동LG전자주차장내,전라남도,연중무휴,0:00,0:00,Y,N,,0,0,N,전라남도 목포시 백년대로282,전라남도 목포시 상동 891,포스코ICT,1600-4047,34.802708,126.419142,2017-11-08
동양자동차정비,전라남도 목포시 동양자동차정비,전라남도,연중무휴,0:00,0:00,Y,N,,0,0,N,전라남도 목포시 녹색로126,전라남도 목포시 옥암동 914-9,포스코ICT,1600-4048,34.815063,126.428215,2017-11-08
완속충전기(장훙군청),장흥군청 주차장,전라남도,"토요일,공휴일",9:00,18:00,Y,N,-,2,0,N,전라남도 장흥군 장흥읍 장흥로 21,전라남도 장흥군 장흥읍 건산리 715-11,장흥군(환경산림과),061-860-0322,34.682264,126.906913,2017-12-11
급속충전기(장흥군청),장흥군청 주차장,전라남도,"토요일,공휴일",9:00,18:00,N,Y,-,0,1,N,전라남도 장흥군 장흥읍 장흥로 21,전라남도 장흥군 장흥읍 건산리 715-11,장흥군(환경산림과),061-860-0322,34.682264,126.906913,2017-12-11
